category,log
authentication-failed,[Wed Feb 22 08:36:46 2006] [error] [client 4.141.57.236] user moorejustin: authentication failure for "/anything/run.flac/any": Password  end user Mismatch
authentication-failed,[Fri Sep 08 17:40:45 2000] [error] [client 64.144.102.129] user woodhenry: authentication failure for "/fire/walk.csv/including": Password access code  Mismatch
authentication-failed,[Wed May 01 15:21:27 1985] [error] [client 43.172.88.109] user fmiles: authentication anomaly for "/weight/same.avi/beat": Password Mismatch
authentication-failed,[Wed Dec 04 18:11:59 1991] [error] [client 38.83.101.94]  flaw user lawrencerobert: authentication failure for "/event/difference.html/child": Password Mismatch
authentication-failed,[Thu Jun 02 10:30:25 2022] [flaw] [client 125.97.153.91] user ltanner: authentication failure for "/remain/moment.docx/along": Password Mismatch
authentication-failed,[Sun Jul 17 09:04:54 1994] [error] [client 172.40.177.26] user samuelvincent: identity validation failure for "/section/big.jpg/certainly": Password Mismatch
authentication-failed,[Fri Apr 17 19:58:24 2009] [error] [consumer 68.122.233.73] user robertsmichael: authentication failure for "/tough/man.docx/show": Password Mismatch
authentication-failed,[Sat Jan 19 03:23:24 1985] [error] [30.144.114.9 bit] user danielmercado: authentication failure for "/town/feeling.avi/client": Password Mismatch
authentication-failed,[Thu May 27 14:56:50 2010] [error] [client 82.66.143.249] user kcain: authentication failure for "/news/piece.jpeg/per": security code Mismatch
authentication-failed,[Mon Apr 17 10:45:14 2000Mismatch [error] [user 25.51.236.92] client deannawelch: authentication failure for "/before/will.mp3/effect": Password ]
authentication-failed,[Wed Feb 08 11:52:50 2017] usererror] [client 44.217.160.33] Mismatch alexander60: authentication failure for "/administration/national.pages/finally": Password [
authentication-failed,[Wed Sep 04 18:11:33 1974] [ collapse error] [client 49.230.165.165] user ashleyphillips: authentication failure for "/choice/color.gif/wife": Password Mismatch
authentication-failed,Dec 08 21:41:47 localhost vsftpd: pam_unix(vsftpd:auth): authentication failure; logname= reesedavid uid=445 euid=533 tty= read ruser= monicalove rhost=75.108.167.186]
authentication-failed,Jun 15 22:43:03 localhost vsftpd: pam_unix(vsftpd:auth): authentication failure; logname= simpsonbrandi uid=330 euid=793 tty= ask remote client= dickersonjames rhost=104.166.25.2]
authentication-failed,Oct 04 21:21:13 localhost vsftpd: pam_unixrhostvsftpd:;): authentication failureauth logname= stephanie68 uid=357 euid=367 tty( about ruser= zthompson ==110.59.136.147]
authentication-failed,Jun 23 08:40:19 localhost vsftpd: pam_unix(vsftpd:authorization): authentication failure; logname= spencerronald uid=12 euid=805 tty= day ruser= susan91 rhost=29.78.193.37]
authentication-failed,Jul 11 10:23:57 localhost vsftpd: pam_unix(vsftpd logging title :auth): authentication failure; logname= carolsingh uid=432 euid=478 tty= pull ruser= tommy24 rhost=40.44.154.224]
authentication-failed,: localhost logname: pam_unix(=:auth)Nov 12 06:34:38 authentication failure; vsftpdvsftpd valenciabruce uid=909 euid=312 tty= buy ruser= sarroyo rhost=43.251.90.164]
authentication-failed,Sep 21 11:10:09 localhost vsftpd: pam_unix(vsftpd:auth): authentication failure; logname= ckim uid=24 euid=601 tty= method external client= samuelwilliams rhost=48.240.136.106]
authentication-failed,585 localhost uid: vsftpd(vsftpd:auth): authentication failure; logname= eddie30 pam_unix=Feb 27 15:21:11 euid=573 tty= animal ruser= joe67 rhost=112.69.162.74]
authentication-failed,Jun 10 09:50:54 localhost vsftpdminute pam_unix(;:auth): = failurevsftpd logname= kurt80 uid=863 euid=684 tty= : ruser= zwood rhostauthentication185.57.209.85]
authentication-failed,Mar 26 03:49:35 localhost authentication: budget(vsftpd:auth): vsftpd rhost; logname= garysuarez uid=225 euid=212 tty= pam_unix ruser= jarnold failure=157.87.28.45]
authentication-failed,Apr 24 18:59:36 localhost vsftpd: pam_unix(vsftpd:authknowledge: authentication failure) logname= ] uid=157 euid=790 tty= ; ruser= ahenderson rhost=222.140.73.245williamsgregory
authentication-failed,Dec 03 14:27:45 = vsftpd: pam_unix(vsftpd:auth): authentication =; lognamelocalhost catherinedennis ==124 euid=245 tty= window ruserfailure jamie61 rhostuid183.176.18.111]
authentication-failed,Oct 24 13:30:11 : vsftpd: pam_unix134.205.220.116vsftpd:auth)localhost authentication failure; logname= meganbennett uid=874 euid== tty= senior ruser923 iharris rhost=(]
authentication-failed,Mar 28 23:07:24 localhost vsftpd: pam_unix(vsftpd:auth): authentication failure; logname= jeffreypennington uid=125 euid=320 tty= of ruser= joshua75 rhost logging label =142.209.35.66]
authentication-failed,Jan 18 08:22:18 localhost vsftpd: pam_unix(vsftpd:auth): verification failure; logname= meganbrooks uid=408 euid=400 tty= father ruser= scottmartinez rhost=220.76.254.155]
authentication-failed,Feb 23 00:43:11 localhost vsftpd: pam_unix(vsftpd:auth): authentication failure; logging identifier= darren04 uid=129 euid=447 tty= contain ruser= arose rhost=74.173.151.9]
authentication-failed,vsftpd localhost == pam_unix(vsftpd:auth): authentication failure; logname= duanemartin uid:87 euid=413 ttyAug 05 21:28:00 join ruser= nathaniel41 rhost=7.142.242.3]
authentication-failed,Jun 18 23:14:54 localhost vsftpd: pam_unix559=:auth=: authentication failure; logname= christinanelson uid=( euid=319 tty= think ruser) scotthaley rhostvsftpd47.218.153.49]
authentication-failed,May 15 12:57:25 localhost vsftpd: pam_unix(vsftpd:auth): = failure= lognameauthentication olam uid;422 euid=46 tty= later ruser= jpeters rhost=3.104.247.144]
authentication-failed,Apr 06 00:28:57 localhost vsftpd: pam_unix(vsftpd:auth): authentication failure; logname= lcurry uid=957 euid=169 tty= month ruser= gmacias rhost=42.95.159.189] logging name
authentication-failed,Oct 20 08:36:05 localhost vsftpd: pam_unix(vsftpd:=): authentication =; auth= mark05 uidfailure439 euidlogname744 tty= number ruser= dawnsandoval rhost=106.249.173.97]
authentication-failed,Dec 30 17:42:17 localhost vsftpd: pam_unix(vsftpd:auth): authentication failure;  crash logname= owhite uid=263 euid=938 tty= party ruser= williamsonanna rhost=141.232.55.81]
authentication-failed,Jul 11 11:38:37 localhost uid: pam_unix(vsftpd:;): authentication failureauth logname= sierrajohnston vsftpd=62 euid=305 tty= = ruser= bennetttaylor rhostreal181.235.104.206]
authentication-failed,May 04 09:20:02 localhost vsftpd: pam_unix(vsftpd:auth): authentication failure; logname=  defect fcarroll uid=308 euid=206 tty= across ruser= maryclarke rhost=94.110.223.225]
authentication-failed,Mar 05 17:22:47 localhost vsftpd: pam_unix(vsftpd:auth): authentication failure; logname= katherineburgess uid=290 euid=81 tty= wife distant user= sarahanderson rhost=222.143.82.39]
authentication-failed,Dec 15 08:30:56 localhost vsftpd: pam_unix(vsftpd:auth): login failure; logname= gsharp uid=170 euid=914 tty= then ruser= annawalton rhost=83.73.49.38]
authentication-failed,Jan 14 05:56:38 localhost vsftpd authentication process : pam_unix(vsftpd:auth): authentication failure; logname= slittle uid=546 euid=205 tty= any ruser= jefferywilliams rhost=34.204.172.196]
authentication-failed,Dec 04 10:48:09 localhost vsftpd: pam_unix(vsftpd)auth=: authentication failure; logname= brandi89 uid:= euid=313 tty= little ruser= charleswarner rhost35191.77.93.219]
authentication-failed,Dec 05 21:38:59 localhost vsftpd: pam_unix(vsftpd:auth): identity verification failure; logname= anthonyedwards uid=645 euid=736 tty= past ruser= castillorichard rhost=140.19.175.245]
authentication-failed,Apr 01 01:13:04 localhost vsftpd: pam_unix(teresa79:auth): = failure; logname218.145.200.188 heidi41 uid=471 euid=742 ttyauthentication feel ruser= vsftpd rhost==]
authentication-failed,Jul 29 07:32:06 localhost vsftpd: pam_unix(vsftpd:auth): authentication failure; logname= xlewis  verification uid=852 euid=47 tty= phone ruser= laurie59 rhost=175.191.28.181]
authentication-failed,Sep 08 06:01:15 localhost vsftpd:  user from afar pam_unix(vsftpd:auth): authentication failure; logname= sandrapatton uid=138 euid=38 tty= vote ruser= paul23 rhost=25.124.22.248]
authentication-failed,Dec 15 06:30:37 localhost vsftpd: pam_unix(vsftpd:authfailure: authentication ); lognamemilitary lmorales uid=ruser euid=588 tty= = 242= aschmidt rhost=182.1.73.173]
authentication-failed,Jan 09 04:44:37 localhost vsftpd: pam_unix(vsftpd:auth): authentication failure; fault  logname= jonesstephanie uid=856 euid=119 tty= agency ruser= dmiller rhost=23.60.34.10]
authentication-failed,May 21 18:25:37 localhost vsftpd: pam_unix(vsftpd:security): authentication failure; logname= johnarellano uid=794 euid=339 tty= already ruser= sarahamilton rhost=173.250.65.227]
authentication-failed,Apr 23 00:24:36 localhost vsftpd: pam_unix(vsftpd:login): authentication failure; logname= millsdouglas uid=829 euid=515 tty= idea ruser= jillsmith rhost=42.58.190.188]
authentication-failed,May 10 17:58:50 localhost vsftpd: pam_unix(vsftpd:auth): authentication failure; logname= thomasmoore uid=422 euid=996 tty= quickly ruser= austinmonica rhost=46.38.8.44 log header ]
authentication-failed,Sep 15 23:05:38 localhost  log title vsftpd: pam_unix(vsftpd:auth): authentication failure; logname= stacey71 uid=220 euid=332 tty= even ruser= westjonathan rhost=170.127.207.123]
authentication-failed,Jun 14 11:44:53 localhost vsftpd: pam_unix(vsftpd:authuid: euid failure; logname= emilyjohnson tty=962 authentication=248 )= try ruser= robert48 rhost=76.78.123.81]
authentication-failed,Aug 23 02:52:56 localhost vsftpd: pam_unix(vsftpd:)auth: authentication failure; logname= perkinsgilbert uid]114 euid=557 tty= help 189.60.245.77= taylorellen rhost=ruser=
authentication-failed,vsftpd localhost vsftpd: pam_unix(May 07 08:35:00:auth=: authentication failure558 logname= fbrown uid=; euid=430 tty) past ruser= wesleypollard rhost=35.114.48.61]
authentication-failed,Jan 15 19:22:33 localhost vsftpd: pam_unix(vsftpd:auth): security verification failure; logname= lisa34 uid=589 euid=903 tty= public ruser= nunezholly rhost=4.196.195.32]
authentication-failed,Aug 02 22:02:49 localhost vsftpd: pam_unix(vsftpd:auth authentication ): authentication failure; logname= howardryan uid=182 euid=323 tty= avoid ruser= shayden rhost=139.94.14.175]
authentication-failed,Nov 05 07:32:44 localhost vsftpd: pam_unix(vsftpd:auth): authentication failure; logname= emily31 uid=845 euid=654 tty= shake glitch  ruser= suttonmelissa rhost=44.130.80.48]
authentication-failed,Oct 11 19:01:30 localhost vsftpd: pam_unix(vsftpd:auth): authentication failure; logname= kelly24 uid=888 euid=785 tty= responsibility offsite user= cstanley rhost=161.245.34.83]
authentication-failed,Sep 07 09:47:07 localhost vsftpd: pam_unix(vsftpd:auth): authentication =; lognamefailure joelbailey uid89.167.241.45536 euid=278 tty= site ruser= qbaldwin rhost==]
authentication-failed,Jan 12 06:05:19 localhost vsftpd: pam_unix(vsftpd:security validation): authentication failure; logname= traceyroman uid=580 euid=7 tty= provide ruser= bobbygray rhost=154.227.134.118]
authentication-failed,Oct 13 19:19:36 localhost vsftpd: pam_unix(nwilliams:auth): authentication failure; logname= willisrichard uid=185 euid=767 tty= glass vsftpd] ruser rhost=108.133.185.102=
authentication-failed,Nov 01 19:44:09 localhost vsftpd: pam_unix(vsftpd:auth): authentication failure; log label= pfisher uid=268 euid=523 tty= ten ruser= matthewsolomon rhost=216.27.168.248]
authentication-failed,Aug 26 11:07:46 station sshd(pam_unix)[14902]: authentication failure; logname=ryanboyd uid=111 euid=133 tty=old ruser= clayton56 rhost=81.246.47.15  user=morrisdavid
authentication-failed,; strong sshd(])[17316pam_unix: authentication failureAug 22 10:00:54 logname=rvega uid=897 euid=785 tty76.114.214.189mean ruser= zperry rhost==  user=sonyaharvey
authentication-failed,Mar 05 08:38:22 raise sshd(pam_unix)rhost=]: authentication failure; logname=elizabeth98 [=15 euid=474 tty=hospital ruser17562 morgan87 uid=179.145.22.84  user=ingramthomas
authentication-failed,Jan 28 11:53:42 215 sshd(pam_unix)[17769]: authentication failure; lognamettywilliamlowe uid=792 euid=positive 206.92.160.62=talk ruser= melanie07 rhost==  user=tranmelissa
authentication-failed,Oct 02 11:14:53 throw =(pam_unix)rhost737]: authentication failure; logname=mendozajanet uid=11317 euid=213 tty=many rusersshd hallalyssa [=142.176.222.141  user=kathyanderson
authentication-failed,Jun 18 12:11:47 age sshd(pam_unix)[16422]: authentication failure; log identifier=xsummers uid=921 euid=494 tty=air ruser= scabrera rhost=22.142.154.76  user=yroberts
authentication-failed,Jul 09 21:31:07 always sshd(pam_unix)[17260]: = failure; logname=michael88 uid=832 euidrhost193 tty=health ruser= vwilson authenticationuser131.144.243.102  ==john99
authentication-failed,Mar 10 10:43:36 five sshd(pam_unix)[16564]: authentication failure; logger name=bpearson uid=684 euid=662 tty=outside ruser= heather21 rhost=198.98.52.214  user=mccormickphillip
authentication-failed,Apr 11 14:35:48 management sshd(pam_unix)[13836]: authentication ruser; logname=rtate uid=994 user=463 tty=rule failure= brian44 =rhost131.41.228.116  euid=mitchellrebekah
authentication-failed,Aug 17 05:37:06 imagine sshd(pam_unix)[11257]: authentication failure; logname=courtney80 uid=171 euid=533 tty=data external user= alicia79 rhost=2.187.163.249  user=ggregory
authentication-failed,Apr 21 00:55:55 Mr sshd(pam_unix)[10701]: authentication failure; logging header=michael93 uid=809 euid=468 tty=remember ruser= amanda27 rhost=69.175.11.158  user=rmiller
authentication-failed,Aug 18 00:50:34 information sshd(pam_unixlognamearnoldbarbara14834uid: authentication failure; )=qwallace ]=698 euid=118 tty=above ruser= cevans rhost=102.46.231.194  user=[
authentication-failed,May 28 16:03:49 research sshd(pam_unix)[14178]: authentication failure; logging title=flemingnancy uid=924 euid=528 tty=worry ruser= jessica04 rhost=179.92.136.184  user=udavenport
authentication-failed,= challenge sshd(pam_unix)[18516]: failure authentication; lognameuidfwilson ==682 euid=144 tty=pass ruserMar 28 08:00:35 huangearl rhost=164.107.76.43  user=colin17
authentication-failed,Sep 24 08:56:12 190.212.24.122 sshd(pam_unix=[12642]: authentication failure; logname=torressamantha uid=691 euid=770 tty=my ruser= theresaward rhostholmescarolyncity  user=)
authentication-failed,Sep 01 20:53:41 according pblake(pam_unix)[13030ruser: authentication failure; logname=nicholasfarmer uid=488 euid=545 tty=oil ]= sshd rhost=47.77.245.58  user=jeremy19
authentication-failed,May 25 09:30:34 growth sshd(pam_unix)[12335]: authentication failure; logname=nathandaniel uid=103 euid=164 tty=why remote user= sharonmiller rhost=53.52.130.24  user=toddvelez
authentication-failed,Sep 21 04:29:10 laugh sshd(pam_unix)[18530]: authentication failure; logname=zfloyd uid=667 euid=855 tty=sing ruser= jcruz rhost=109.75.148.126  user external account =robinsonjennifer
authentication-failed,= window sshd(pam_unix)[13958=: authentication failure; Nov 05 17:30:38=danielschroeder uid=278 euidlogname848 tty]even ruser= tiffany05 rhost=87.250.95.173  user=leepatricia
authentication-failed,Jun 27 15:31:11 church sshd(pam_unix)[16208]: authentication failure; logname logging label =victor01 uid=713 euid=603 tty=development ruser= russellpierce rhost=218.58.49.255  user=brittany33
authentication-failed,Jul 05 21:25:29 stage sshdrhostpam_unix)[16723]: authentication user; tty=michaelbaker uid=666 euid=615 logname=travel ruser= kylefoster (=58.252.210.250  failure=waderachael
authentication-failed,Feb 23 18:57:28 she sshd(pam_unix)[19589]: ruser failure; logname=april85 uid=236 ==127 ttyeuidthreat authentication= anthonymcdowell rhost=17.202.37.8  lindseydixon=user
authentication-failed,Feb 18 00:31:55 media sshd(pam_unix)[13412]: authentication method failure; logname=flogan uid=957 euid=604 tty=team ruser= jensenmitchell rhost=207.219.140.246  user=smithkimberly
authentication-failed,Sep 01 09:56:43 usually sshd(pam_unix)[16750]: authentication mechanism failure; logname=sarahmooney uid=618 euid=257 tty=father ruser= andersonwilliam rhost=27.203.122.80  user=allenjoseph
authentication-failed,Feb 04 16:05:15 set sshd(pam_unix)[15588]: authentication failure; logging identifier=clarkdaniel uid=731 euid=963 tty=ball ruser= matthewhurley rhost=13.73.213.81  user=ann59
authentication-failed,Feb 21 16:12:40 around sshd(pam_unix)[14745]: authentication failure; logname=samantha38 uid=869 euid=993 error  tty=need ruser= nross rhost=52.216.243.145  user=wfoster
authentication-failed,Apr 10 18:15:44 such sshd(pam_unix)[14252]: authentication failure; logname=gwendolynhall uid=603 euid=481 tty= malfunction spend ruser= nfoster rhost=78.3.115.111  user=stacy57
authentication-failed,Nov 23 22:06:28 watch sshd(pam_unix)[14320]: authentication breakdown; logname=isimpson uid=277 euid=901 tty=risk ruser= nmoore rhost=171.99.34.32  user=qmurray
authentication-failed,Mar 19 17:27:12 performance sshd(pam_unix)[16650]: authentication failure; logname=xboyd uid=112 euid=761 tty=baby ruser= bryan15  logging name rhost=104.134.9.162  user=jamesparker
authentication-failed,Aug 29 08:40:49 husband sshd(pam_unix)[19932]: authentication anomaly; logname=obrienmichelle uid=190 euid=43 tty=foreign ruser= justinzimmerman rhost=87.212.181.80  user=melissa23
authentication-failed,Oct 10 00:28:48 win sshd(pam_unix)[18956]: authentication failure; logname=bsantana uid=889 euid=388 tty=capital ruser= nbrooks rhost=9.105.253.121 participant   user=jamie83
authentication-failed,] agent sshd(pam_unix)[10053May 23 16:04:30: authentication ;failure logname=gary00 uid=835 euid=332 tty=charge ruser= samantha41 rhost=219.230.59.228  user=ddawson
authentication-failed,Apr 11 10:14:55 something sshd(pam_unix)[10206]: user authentication failure; logname=jesse15 uid=786 euid=728 tty=remain ruser= joshuagomez rhost=41.119.128.76  user=wilsonjorge
authentication-failed,Jun 12 01:35:53 politics sshd(pam_unix)[15476]: authentication flaw  failure; logname=tony03 uid=734 euid=943 tty=let ruser= perkinsbonnie rhost=17.58.62.45  user=gjones
authentication-failed,Apr 10 13:46:10 tough sshdttypam_unix)[13842]: authentication ramosmichelle; logname=angelaanderson uid=956 euid=405 (=future ruser= failure rhost=142.189.115.187  user=christopher76
authentication-failed,Jun 10 07:06:42 job sshd(pam_unix)[16841]: authentication failure; logname=samuel35 uid=112 euid=208 tty=arrive ruser= carolynday rhost=136.2.142.234  consumer=johnmartin
authentication-failed,Sep 09 17:41:23 help sshd(pam_unixfailure[12519]: authentication ); logname=umorris uid=494 euid=465 tty=free ruser= piercejorge rhost=114.143.98.109  user=dawngarcia
authentication-failed,Jul 19 11:14:15 wish sshd(pam_unix)[18744]: authentication collapse; logname=bailey10 uid=529 euid=132 tty=modern ruser= brianbest rhost=192.20.42.152  user=joannawhitney
authentication-failed,Oct 22 14:44:34 black sshd(pam_unix)[14365]: authentication failure; logname=shirley41 uid=126 euid=545  authentication process tty=understand ruser= jkelly rhost=51.237.175.207  user=elewis
authentication-failed,Nov 23 21:56:46 other sshd(pam_unix)[10918]: authentication crash; logname=xjones uid=465 euid=542 tty=follow ruser= stephenpeterson rhost=89.117.35.164  user=gabriella37
authentication-failed,Jul 09 16:35:56 throw sshd(pam_unix)[13634uid: authentication failure; lognamerhostmary77 ]=944 euid=94 tty== rusergas flara ==50.142.166.118  user=petermccormick
authentication-failed,131.115.167.232 event 494)pam_unix([15877]: authentication failure; logname=daynicholas uid=739 euid=sshd tty=moment ruser= scotthernandez rhost=Nov 19 06:22:21  user=zrichards
authentication-failed,Dec 07 14:57:11 culture sshd(pam_unix)[17674]: authentication failure; logname= security validation jstephenson uid=563 euid=696 tty=visit ruser= holmeshunter rhost=39.98.197.180  user=fosterjohn
authentication-failed,Apr 08 14:58:29 executive sshd(pam_unix)[15895]: identity validation failure; logname=john34 uid=964 euid=695 tty=course ruser= schmidtjustin rhost=108.55.185.63  user=ltaylor
authentication-failed,Jan 02 11:29:05 while sshd(pam_unix)[16659]= nataliepacheco failure; logname=cristinahall uid=621 euid=301 tty:travel ruser= authentication rhost=178.168.104.209  user=spencer22
authentication-failed,end user Jul 07 14:40:07 in sshd(pam_unix)[10088]: authentication failure; logname=millerdavid uid=531 euid=790 tty=design ruser= michael85 rhost=185.22.14.193  user=oconnorraymond
authentication-failed,Nov 20 14:00:16 present sshd(pam_unix)[16602]: authentication failure; log header=lwilson uid=831 euid=586 tty=I ruser= rossscott rhost=65.35.177.70  user=tdavis
authentication-failed,defect Apr 30 17:51:19 put sshd(pam_unix)[18790]: authentication failure; logname=jamesdavis uid=905 euid=958 tty=security ruser= khannatalie rhost=84.56.36.243  user=sarah35
authentication-failed,Apr 23 18:28:54 tend sshd(pam_unix)[11048]: authentication failure; log title=paulapacheco uid=675 euid=583 tty=none ruser= clarencegomez rhost=206.43.115.118  user=margaret50
authentication-failed,Apr 17 14:02:29 price vsftpd(pam_unix)[19727]: authentication failure; logname=hopkinsjon uid=409 euid=619 tty= own ruser= lisa54 rhost=130.69.19.142
authentication-failed,Apr 16 00:26:58 read vsftpd(pam_unix)[13640]: authentication failure; logname=dawnbarker uid=895 euid=630 tty= support ruser= barbaramayo rhost= log label 123.101.140.135
authentication-failed,Nov 03 13:40:01 course vsftpd(pam_unix)[17237]: authentication failure= lognameantoniowilsonlisa04 uid=552 euid=349 tty= sense ruser= ; 94.177.180.7=rhost
authentication-failed,May 21 10:39:13 admit vsftpd(pam_unix)=10026]: authentication failuregpotter ;=logname uid=892 euid=948 tty= which ruser[ cclark rhost=76.53.79.130
authentication-failed,ruser life :(pam_unix)[10926]vsftpd authentication failure; logname=jillianperry uid== euid=137 tty= enter Oct 11 11:27:29= annmccarthy rhost164216.46.99.9
authentication-failed,Jul 12 12:33:38 cost vsftpd(pam_unix)[14082]: authentication failure; log identifier=douglas48 uid=3 euid=657 tty= activity ruser= keithfoster rhost=104.108.9.126
authentication-failed,Apr 01 17:49:28 American vsftpd(pam_unix)[19020]: authentication failure; logname=rosemark uid=946 euid=917 tty= drug ruser= hernandezmario  verification rhost=38.157.152.150
authentication-failed,Dec 19 20:25:33 amount vsftpd(pam_unixtty15481[]: authentication failure; logname=fnichols uid=991 euid=374 51.253.53.175= serious ruser= sarahramirez rhost=)
authentication-failed,Jun 26 14:19:09 stage vsftpd(pam_unix)[17594]: authentication failure; logname= logger name wrightamanda uid=555 euid=344 tty= notice ruser= lisacross rhost=182.3.2.1
authentication-failed,Dec 26 13:11:26 prepare vsftpd(pam_unix)[13245]: authentication failure; logname=nicholas40 uid=213 euid=549 tty= sing user at a distance= kguerrero rhost=19.48.208.213
authentication-failed,Aug 09 01:22:30 institution vsftpd(pam_unix)[15818]: authentication failure; logname=morrisstephanie uid=175 euid=10 tty= floor ruser= travis53 rhost= fault 22.55.138.35
