category,log
authentication-failed,errorThu Oct 14 03:31:21 2004/ userauthentication: ]client 56.85.231.116[ " mariohampton: [ failure for ]/rise/right.csvMismatchland[" Password ]
authentication-failed,[[] [client/ Passworderror 20.239.179.14Sat May 09 17:26:43 1970 user authentication] " failure for haleyprice:]/store/use.mp3": song Mismatch
authentication-failed,forTue Aug 09 21:49:26 2011[ Mismatch]/give/garden.docx 214.61.228.15Password [] user ndouglaserror authentication failure : "environmental/:"] client [
authentication-failed,[22.66.187.241failure ["authentication ]client Fri Aug 20 06:03:21 2010[ / jlewis: for ] ] erroruser/catch/network.txtresource": Password Mismatch
authentication-failed,[/] Passworderror[ ]juliehale 221.54.211.246] " [: /box/each.ods failure authentication userMismatchThu Apr 11 04:44:33 2024instead": client for
authentication-failed,[Tue May 21 03:33:21 2019] [error] [customer 43.231.14.220] user mcdowellamber: login failure for "/region/run.mov/grow": Password disparity
authentication-failed,[Thu Jun 15 19:10:10 1978] [error] [client 122.89.57.160]  glitch user aromero: authentication failure for " secret code /happy/road.json/course": anomaly  Password Mismatch
authentication-failed,[:Mismatch [:] [client 24.190.10.28] " Thu Nov 30 16:17:30 2006" authentication ] / charlesnichols/area/past.jsfortownPassworderror user failure
authentication-failed,Nov 23 07:33:27 localhost vsftpd: pam_unix(vsftpd:auth): authentication failure; logname= ingramteresa uid=869 euid=211 tty= medical ruser= jessica79 rhost=27.144.161.84]
authentication-failed,May 22 20:02:47 user at a distance  localhost vsftpd: identity verification  pam_unix(vsftpd:auth): authentication failure; logname= mackmichael uid=596 euid=741 tty= listen ruser user authentication = pricetina rhost flaw =77.83.76.112] external account
authentication-failed,= elizabeth88 =: failure(vsftpd:rhost): 662 ruser= logname; localhost uidvsftpdtty authentication=euid 261Dec 20 08:40:42 focus pam_unix163.32.135.75 luke43 auth==]
authentication-failed,Jul 28 12:35:10 localhost vsftpd: pam_unix( offsite client  identity verification vsftpd:auth): authorization  authentication failure; logname remote client = margaretcraig uid=430 euid=193 tty= owner ruser= brian14 log label  rhost=158.132.81.56]
authentication-failed,Apr 11 18:22:31 localhost vsftpd: pam_unix(vsftpd:authentication process): security verification collapse; log identifier= blong uid=956 euid=934 tty= phone external client= gcurtis rhost=106.237.64.68]
authentication-failed,Oct 30 16:10:04 localhost vsftpd: pam_unix(vsftpd:verification): authentication method crash; logger name= alan25 uid=853 euid=310 tty= later distant user= paulkline rhost=69.233.214.14]
authentication-failed,Aug 11 19:02:34 localhost vsftpd: pam_unix user from afar (vsftpd:auth): authentication failure; logname= phillip59 uid=697 euid=914 fault  logging header  tty= age ruser= defect  allisonbrown rhost=16.123.211.158] logging title
authentication-failed,Sep 09 22:05:44 localhost vsftpd: pam_unix(vsftpd:auth malfunction ): authentication failure; logname= error  michaelbowers uid= user authentication 495 euid=754 glitch  tty= city ruser= zgarcia rhost=181.113.148.63 authentication mechanism ]
authentication-failed,Feb 26 17:37:17 localhost vsftpd: pam_unix(vsftpd:auth security ): authentication  logging identifier failure; breakdown  logname= jhorne uid=298 euid logging label =538  anomaly tty= time ruser= alyssaperkins rhost=119.208.68.174]
authentication-failed,) localhost ;625 pam_unix:harrellrichard:auth=: = =vsftpd rhost= jenniferowens lognamefailureruser euid=( ttyOct 12 14:48:22 age 330= vsftpd uid]47.109.241.25authentication
authentication-failed,within localhost 198: pam_unix(vsftpd:ttyuid; authentication =: Dec 13 06:05:26198.249.209.81 ruser brett46=vsftpd euid=522 authfailure logname )= nwilliams rhost==]
authentication-failed,Mar 09 00:10:47 localhost vsftpd: pam_unix(vsftpd:login): authentication process flaw; logging name= wellsdavid uid=622 euid=589 tty= suffer offsite user= barredward rhost=159.160.35.169]
authentication-failed,Jun 24 06:27:54 640 =jenniferstanley pam_unixvsftpd(localhostauth): 396 lognamevsftpd := tammybailey ;]uid euid=authentication tty= 166.167.154.52 ruser= failure rhost=film:
authentication-failed,Nov 18 22:18:09 localhost vsftpd: pam_unix(vsftpd:authentication): security validation collapse; log header= wshort uid=551 euid=621 tty= job external user= osmith rhost=62.152.123.210]
authentication-failed,Apr 11 14:30:24 localhost 134.89.118.31heidirodriguez =]uid:auth(: failure ;authentication logname= : vsftpd=539 euidpam_unix461 tty= ruser =) emilygibson rhost=vsftpdshake
authentication-failed,Apr 25 20:12:24 security validation  localhost vsftpd: pam_unix(vsftpd:auth):  log identifier authentication failure; logname= diana93 uid=390 log label  euid log title =352 tty crash = necessary ruser= littletami rhost=189.73.31.248]
authentication-failed,Jan 12 20:32:41 localhost vsftpd: pam_unix(vsftpd:authentication mechanism): identity validation defect; logger name= ogonzalez uid=417 euid=450 tty= movement remote user= mariasanders rhost=97.34.223.83]
authentication-failed,Mar 31 07:15:42 localhost vsftpd: external account  pam_unix(vsftpd:auth): authentication failure user at a distance ; logname glitch = troydiaz  user authentication uid=660 fault  euid=959 tty= another ruser= leonardyvette rhost=53.10.197.75]
authentication-failed,Oct 24 02:36:56 logname vsftpd: pam_unix(authentication:authhow802 vsftpd euid; localhost= pstevens uid=952 )rhostfailure tty= : =ruser keithgood ==18.125.159.178]
authentication-failed,Jan 20 17:14:53 localhost vsftpd: pam_unix(vsftpd:auth): authentication offsite client  failure; identity verification  logname= eramos uid=325 authorization  euid error =758 tty= listen ruser= john79 rhost=209.154.114.79 logging header ]
authentication-failed,Nov 01 18:17:32 localhost  external client vsftpd: pam_unix(vsftpd:auth) remote client  identity verification : authentication failure; logname= booneeric uid=934 euid=611 tty= login  idea ruser= taylorvictor rhost= verification 115.202.166.151]
authentication-failed,: localhost vsftpd: pam_unixtty=Feb 19 13:42:57euid): authentication practice= logname= wvincent uidauthwilliamsdavid (failure757 vsftpd= = ruser= 622 rhost;]15.247.169.124
authentication-failed,euid failure 542rhost pam_unixauth::tty:) authentication localhost= logname( christine58 uid=way Apr 05 00:11:19=502 == ] ruservsftpd steve81 =;77.153.253.27vsftpd
authentication-failed,Aug 01 06:06:15 localhost vsftpd:  distant user pam_unix( logging title vsftpd:auth): authentication failure; logname=  user from afar lflores uid malfunction =267 euid=864 tty= security verification  identify ruser= wbarrett rhost=187.117.31.48]
authentication-failed,May 19 20:23:02 euid vsftpdashleymullen pam_unix;rhost=auth): authentication failure= logname( tty uid=15.200.193.204 localhostruserkayla73 146= soldier := : vsftpd=]244
authentication-failed,euid localhost vsftpd422 :(vsftpd142.65.18.36;)logname authentication ]auth joseph87Feb 08 00:34:52 mlee uid=ruser tty=980 := story pam_unix= : rhost==failure
authentication-failed,Aug 06 10:12:06 localhost vsftpd: pam_unix(vsftpd:authentication process): authentication method breakdown; logging label= ehendrix uid=6 euid=561 tty= part offsite user= mlewis rhost=104.97.93.142]
authentication-failed,Jan 21 18:25:46 localhost vsftpd: pam_unix(vsftpd:verification): authentication mechanism anomaly; logging identifier= mayskeith uid=841 euid=341 tty= speech external user= cindy80 rhost=26.186.252.30]
authentication-failed,auth vsftpd uidlocalhost pam_unix56.218.86.109vsftpdruserFeb 12 08:02:16)] 194 failureschmidtallen protect: osmith :=authentication euid=; tty= logname == = rhost241(:
authentication-failed,May 19 01:05:15 : localhosteuid pam_unix(vsftpd):wantauth authentication rhost203.41.9.96 lognamefailure davidmcintyre uid=257 vsftpd=107 =; : ruserlewischristopher = tty==]
authentication-failed,: localhost auth: authentication:ttylognamevsftpdpam_unix; Jun 03 04:50:20 failure( )= john62 uid=545 21.96.96.61=471 single= vsftpd ruserrhost sgriffin =euid=]
authentication-failed,Nov 30 19:00:29 logging name  localhost vsftpd: pam_unix security (vsftpd: login auth): authentication failure; logname= edwardsamber uid=270  flaw euid=310 tty= Mr ruser= zsmith rhost=46.106.38.248] collapse
authentication-failed,Jun 01 17:59:43 localhost vsftpd: pam_unix(vsftpd:authentication): user authentication crash; log header= davisshannon uid=727 euid=539 tty= push remote user= dmolina rhost=100.253.246.226]
authentication-failed,Jun 08 19:14:57 localhost vsftpd: pam_unix(vsftpd:security validation): authentication process defect; log title= ahernandez uid=687 euid=765 tty= more external account= mromero rhost=207.109.124.10]
authentication-failed,; localhost Mar 26 14:19:24208.37.122.214 pam_unixrhostauthentication=()536 vsftpd failurevsftpd logname= brownleslie uid:832 ==tty auth= weight ruser= brownheidi :]:euid
authentication-failed,( = Jun 10 15:58:16: rusersandra43=:auth): authentication tty] =euid rbecker set=714 =76.9.59.141310 failurevsftpd logname pam_unix= vsftpd rhostuidlocalhost;
authentication-failed,Jul 07 19:52:05 = localhost: rhost(vsftpd191.242.40.185auth=uid authentication == pam_unix= lori22 :vsftpd388 ttyfailuremarkgraves euid124 increase ruser= ; logname)]:
authentication-failed,May 25 14:23:07  offsite client localhost vsftpd: pam_unix(vsftpd:auth): authentication  user at a distance  security validation failure;  fault logname= lawrence82 uid= authentication mechanism 940 euid=793 tty= ok ruser= jserrano rhost=85.23.22.194]
authentication-failed,Mar 21 22:30:26 localhost vsftpd: pam_unix(vsftpd:user authentication): identity validation glitch; log label= wilsondiane uid=548 euid=56 tty= real remote client= perrymelissa rhost=88.168.203.175]
authentication-failed,Aug 10 17:37:54 localhost vsftpd:  breakdown pam_unix(vsftpd:auth): authentication failure; logname= mcdanieldominique uid=724 euid= error 508 tty distant user = several external client  ruser= vlewis malfunction  rhost=102.241.248.137]
authentication-failed,Apr 19 00:21:44 = marriage: pam_unix(vsftpd:auth)46.94.238.135 uid 312: lognameeuid michael13 =failurelocalhost ==vsftpd ttyauthentication rhost ruser= ryan99 ;=9]
authentication-failed,Jul 03 00:56:35 localhost vsftpd: pam_unix(vsftpd:identity verification): verification anomaly; log identifier= davidlong uid=201 euid=434 tty= culture user from afar= janice57 rhost=61.158.68.252]
authentication-failed,Jul 18 15:11:48 hunterbrian vsftpd: ==vsftpd518:): authentication failure; lognamepam_unix ( uid== euidpiece= ttyauth = ruserlocalhost 632 rhostjanet87154.246.50.22]
authentication-failed,Nov 30 08:56:20 failure =: :(vsftpdchristopher63authmichele21pam_unix authentication ); =localhost ] uidlogname577 euid=462 tty= establish ruser= vsftpd rhost=54.162.67.221:
authentication-failed,Jun 07 23:31:35 localhost vsftpd: pam_unix(vsftpd:authorization): login flaw; logger name= lewiscody uid=248 euid=201 tty= number offsite user= waltershoward rhost=79.113.48.34]
authentication-failed,May 31 19:12:12 localhost vsftpd: pam_unix(vsftpd:authentication process): identity verification collapse; logging header= sarah82 uid=973 euid=70 tty= measure external user= ericbrown rhost=80.226.112.34]
authentication-failed,Mar 09 23:25:12 localhost vsftpd: pam_unix(vsftpd:verification): security verification crash; logging title= bgould uid=712 euid=388 tty= build remote user= michael75 rhost=172.58.35.16]
authentication-failed,Apr 27 03:59:18 localhost vsftpdromerojennifer ruser(logname:==: = failure; vsftpd= lisa99 =211.173.230.228996 =auth509 ttyuid all pam_unixauthentication : rhost)euid]
authentication-failed,Aug 11 07:59:47  security localhost vsftpd: pam_unix(vsftpd:auth): authentication failure; logname= april13 uid=464  logging label euid=544 tty defect = up ruser= smithanne  authentication method rhost fault =223.217.4.195]
authentication-failed,Jan 06 12:44:05 over sshd(pam_unix)[15254]: authentication failure; logname=jonathan05 uid=608 euid=306 tty=nearly ruser= joseph58 rhost=166.130.77.117  user=franklinrobert
authentication-failed,May 15 18:23:39 five sshd(pam_unix)[11653]: authentication failure; logname=heather50 uid participant =892 euid=384 tty=such  logging identifier ruser= melissapugh  external account rhost= logging name 221.165.153.207  user=graveselizabeth
authentication-failed,Jun 19 08:26:31 where user at a distance  glitch  sshd(pam_unix)[10570]: log header  authentication failure; logname=harperdeanna uid=772 euid=423 tty=election ruser= hchavez rhost consumer =85.178.144.89  user=carol77
authentication-failed,Nov 13 11:37:31 put offsite client  sshd(pam_unix)[11740]: authentication failure; logname=davismichael uid=688 euid=562 tty=reduce ruser= alice50 rhost= end user 187.25.195.78 remote client   user=meghan14 customer
authentication-failed,Apr 07 18:12:11 group sshd(pam_unix user from afar )[17130]: authentication failure; error  logname=mayalexander uid= external client 634 euid=360 tty=police ruser= valdezpatrick rhost=67.217.64.99  user= distant user john48
authentication-failed,Dec 28 19:14:20 traditional sshd(pam_unix malfunction  offsite user )[18665]: authentication failure; authentication mechanism  logname=jeffrey63 uid=359 euid=596 tty=building ruser= client  jessicamorales rhost=70.222.201.164  user=debbie82
authentication-failed,Nov 11 21:57:29 their sshd(pam_unix)[17111]: user authentication failure; log title=ichavez uid=425 euid=286 tty=Mr external user= imoore rhost=142.224.115.106  account holder=iparker
authentication-failed,Jun 26 02:50:13 decade sshd(pam_unix)[18241]: authentication process breakdown; log label=steveboyd uid=284 euid=842 tty=unit remote user= shelley81 rhost=102.94.242.129  user=cherylsummers
authentication-failed,May 26 01:21:33 will sshd(pam_unix)[17330]: security validation anomaly; log identifier=tuckerkevin uid=186 euid=15 tty=physical external account= qmartin rhost=211.214.142.245  user=taylorcynthia
authentication-failed,May 23 12:22:21 reality  logger name sshd(pam_unix)[14453] identity validation : authentication failure; logname=parkerjames  user at a distance uid=436 euid=649 tty=option ruser= davidsummers rhost=219.162.25.133  user=smithshelby verification
authentication-failed,May 13 18:46:33 nation sshd(pam_unix)[16648]: login failure; logging header=williamskimberly uid=26 euid=188 tty=modern offsite client= william41 rhost=147.143.28.237  person=ricekimberly
authentication-failed,May 22 11:15:28  remote client stuff sshd(pam_unix)[15476]: authentication failure;  identity verification logname=jordan32 uid= individual 652 euid=852 tty=this ruser= logging title  wthomas rhost=210.215.104.31  user=jason30
authentication-failed,tty pam_unix logname=:euid=[cold= authentication failure; 571sshdjacksonjessica =uid] )14453178 Oct 02 02:20:25=maintain user( joshuawright rhost=107.92.69.127  ruser=oadkins
authentication-failed,Aug 22 06:47:51 star sshd(pam_unix)[19014]: authentication flaw; logging label=brett98 uid=476 euid=537 tty=course external client= yflores rhost=95.43.31.44  subscriber=dsmith
authentication-failed,Sep 19 08:03:13 ten qsavagelogname]dawn1719414944sshd( authentication failure; ==pam_unix rhost=uid wendyjenkins=136 tty=hand [: ) 64.216.249.232=ruser  user=euid
authentication-failed,Nov 08 16:41:22 and sshd(pam_unix)[17782]: security verification failure; logging identifier=vasquezchristopher uid=850 euid=828 tty=wind distant user= hcolon rhost=124.49.30.126  participant=michael82
authentication-failed,Sep 12 20:54:01 relationship sshd(logname)[18821;: authentication failurepam_unix ]tty= uid=ruser euidwagnerjoseph457 === knowledge= jimeneznancy =anna73112.48.251.208  user148rhost
authentication-failed,Feb 15 21:22:38 pick sshd(pam_unix)[10745]: authentication method collapse; logging name=rivascourtney uid=929 euid=109 tty=gas ruser= ahensley rhost=107.101.122.27  consumer=fkline
authentication-failed,logname = sshdtty(ruser[=whichobest meeting failure; Aug 22 09:52:28:15935 uid]215 euidauthentication= pam_unix== =721 john51 rhostuser76.220.73.11  =)pateljeff
authentication-failed,Dec 01 01:40:30 notice sshd(pam_unix)[16059]: authentication mechanism failure; log header=tharris uid=954 euid=914 tty=imagine user from afar= sdonovan rhost=204.10.59.110  end user=michael68
authentication-failed,May 31 14:32:20 break sshd(pam_unix)[19980]: authentication failure; logname=markwilson uid=145 euid=966 tty= log title own  customer ruser offsite user = awhite  crash rhost=183.140.49.194  user=robertlopez
authentication-failed,Jul 05 20:21:25 live sshd( log label pam_unix)[15093]: authentication failure; logname=zyates uid=881 euid= user authentication 577  client tty=responsibility ruser= woodschristopher rhost=80.111.247.155  user=aaron09 defect
authentication-failed,Jan 20 09:31:41 spend sshd(pam_unix)[10910]: authentication process fault; logname=shannonortega uid=973 euid=991 tty=thank external user= craigjohnson rhost=27.222.245.154  account holder=jason66
authentication-failed,Dec 29 08:25:10 business sshd(pam_unix)[13449]: security validation glitch; log identifier=jmorgan uid=372 euid=173 tty=think ruser= deniseproctor rhost=189.99.118.114  person=swilliams
authentication-failed,Oct 26 15:03:51 with sshd(pam_unix)[15438]: identity validation error; logger name=bairdmatthew uid=623 euid=424 tty=eye ruser= owebb rhost=170.157.165.163  individual=coreywright
authentication-failed,Dec 02 12:19:43 product sshd(pam_unix)[18494] malfunction : authentication failure; logname=wilsonsusan uid=502 euid=838 tty verification = login national ruser= subscriber  wallsbrian rhost=86.136.95.194  user=wknox
authentication-failed,Jan 26 13:44:54 key sshd(pam_unix)[12234]: identity verification failure; logging header=catherineklein uid=683 euid=726 tty=can remote user= schaeferlaura rhost=204.255.29.210  participant=andersonkimberly
authentication-failed,Oct 27 02:57:48 than (failure;11243915)]sshd user :rhost tty=ingramdaniel uid=141 euid=[ ==language ruser= pam_unix steven00logname162.115.155.253  authentication=david01
authentication-failed,Jun 22 20:09:11 six sshd(pam_unix)[14997]: security verification breakdown; logging title=michael45 uid=739 euid=132 tty=either external account= oscarcurtis rhost=33.201.102.216  user=mary05
authentication-failed,Jan 05 21:09:35 mission sshd end user (pam_unix)[14658]: authentication failure;  offsite client logname consumer =monica35 uid user at a distance =63 euid=250 tty=hospital ruser= anthony04 rhost=178.51.250.98  user=lisa00
authentication-failed,save dog sshd===[13060;: authentication failurepam_unix )vdaniels] logname=640 euid== tty170Jun 14 16:47:52 megansmith= ruser vaughndavid(35.2.201.116  useruidrhost
authentication-failed,operation important sshd;pam_unix490[=]: = failure13181 ruseruserauthentication uid=rhost euidstevenjones154 tty=Mar 11 14:29:04 rmartinez= ) logname=1.222.212.74  (=zcole
authentication-failed,Jul 24 10:26:19 capital (=euid)[=]user sshd failure= logname10490ocooper uid:532 ==742 tty=expect ruser; tyler99 rhost=190.133.216.15  pam_unixauthenticationdeborahli
authentication-failed,17943 zjohnson sshd();pam_unix=authentication: 142 =rhost logname=hallpatricia uid=711 euid=] ttyfailuretop ruser[ mouth ==23.53.253.218  userJun 24 00:21:51qmyers
authentication-failed,Apr 12 14:00:15 when sshd(pam_unix)[19872]: authentication method anomaly; logging label=brett73 uid=859 euid=143 tty=drop remote client= yzavala rhost=45.40.141.232  user=griffinmelanie
authentication-failed,Sep 25 23:57:28 clear sshd(pam_unix)[14556]: authentication mechanism flaw; logging identifier=christopher11 uid=847 euid=186 tty=yet external client= mannlatoya rhost=57.118.33.136  user=angela24
authentication-failed,Jun 23 06:05:43 38.160.89.126 sshd=fmartinez)[13268205uid authentication failurepam_unix ttypreventashleybyrd =(] euid=ruser logname=448 =: ; rhost=break  user=laura53
authentication-failed,Dec 06 00:54:53 reality sshd( distant user pam_unix)[13864]: authentication failure; logname user authentication =kimdonald uid=59  customer euid=564 tty=stop ruser= cortezadrienne rhost= user from afar 148.115.87.146  user=kleinscott
authentication-failed,Jun 23 09:25:28 week sshd(pam_unix)[14745]: authentication collapse  failure; client  logname=stevenswilliam  crash  defect uid=396 euid=701 tty=sport ruser= qmoore rhost=169.63.174.187  user=heatherlove
authentication-failed,logging name  account holder Jun 26 00:45:14 contain sshd(pam_unix)[ fault 19164]: authentication failure; logname=richardbryant uid=362 euid=687 tty=whatever ruser= margaretschroeder rhost=67.182.117.116  user glitch =utorres
authentication-failed,Mar 21 04:36:06 = sshd;allenjames13493ruserfailure][ authentication )= everything== uideuid109 lognamecarlbelluser tty== :carry lynnrivera rhost(111.91.176.243  356=pam_unix
authentication-failed,Feb 05 06:45:54 evening offsite user  sshd(pam_unix)[14693]: authentication failure; logname=sharonmedina person   log header uid=924 euid=13 error  tty=play ruser= jdecker rhost=161.215.221.165  user=kellymorgan
authentication-failed,May 26 00:14:51 beautiful sshd(pam_unix)[10686]: authentication process failure; log title=sanchezdaniel uid=231 euid=854 tty=training external user= jhansen rhost=67.55.167.166  individual=william86
authentication-failed,May 29 03:32:22 season sshd(pam_unix)[12306]: security validation malfunction; logname=kathrynmercer uid=493 euid=765 tty=Mr remote user= zrodriguez rhost=173.130.179.142  subscriber=leetodd
authentication-failed,350 purpose sshd(pam_unix)[;]150 ruser =Sep 25 06:34:08 logname=allison10 sing=: =tty14600 authentication=user failure= marklee rhosteuid144.140.59.40  uid=kelly09
authentication-failed,Jan 25 19:55:40 person sshd(pam_unix)[15095]: identity validation breakdown; logname=brittany14 uid=500 euid=349 tty=ten external account= williamsrose rhost=203.55.255.43  participant=patricksanchez
authentication-failed,Jan 06 07:06:55 seek =rhost)pam_unix=inewman]logname authentication failure; :=bullockjohn uiduser= euid=913 effortttyruser == [ (17929141.93.81.229  345reynoldsparkersshd
authentication-failed,Feb 18 19:21:39 = harrisonjanepam_unixruser)[authentication]: 15923 failurelogname (=479 ==christopherburton euid=646 stephaniesheppardttybig == sshd rhostuser141.227.22.14  uidmore;
authentication-failed,Sep 12 23:08:49 everything sshd(pam_unix)[10475]: authentication failure; flaw  logname=rclark uid user at a distance =486 euid=420 tty verification  anomaly =moment ruser= meganfoster rhost=143.169.150.164  user=jamie23
authentication-failed,Jul 20 15:59:21 standard vsftpd(pam_unix)[13220]: authentication failure; logname=heathercook uid=135 euid=639 tty= opportunity ruser= cunninghamstephen rhost=62.101.192.106
authentication-failed,Nov 19 20:53:17 hundred vsftpd(pam_unix)[14270]: authentication  identity verification failure; logname=acannon uid=280  security verification euid=869  authentication method tty= campaign ruser= mccormickshawn login  rhost=31.35.151.119
authentication-failed,Aug 11 05:19:55 play  remote client vsftpd(pam_unix)[18958]: authentication failure offsite client ; logname=lisa07 uid=220  log label euid=207 tty= despite  collapse ruser= sean56 rhost=124.151.203.142
authentication-failed,Feb 20 21:46:01 = 54(pam_unix)]10710organizationjacob33 514 authentication; lognametheirchristina87 uid[vsftpd euid=ruser tty= = failure= : rhost=53.83.12.50
